,0
AGE,26.6
W,53.0
L,29.0
PW,53
PL,29
MOV,4.28
SOS,0.32
SRS,4.61
ORtg,107.1
DRtg,102.6
NRtg,4.5
PACE,93.2
FTr,0.291
3PAr,0.202
TS%,0.544
eFG%,0.498
TOV%,13.1
ORB%,24.1
FT/FGA,0.231
eFG%,0.467
TOV%,14.2
DRB%,70.7
FT/FGA,0.244
ARENA,Reunion Arena
ATTENDANCE,680238
ATTENDANCE/G,16591
TEAM,DAL
SEASON,2000-01
