,0
AGE,24.3
W,34.0
L,48.0
PW,33
PL,49
MOV,-2.71
SOS,0.73
SRS,-1.98
ORtg,107.2
DRtg,110.1
NRtg,-2.9
PACE,92.2
FTr,0.286
3PAr,0.193
TS%,0.537
eFG%,0.495
TOV%,12.9
ORB%,26.9
FT/FGA,0.22
eFG%,0.515
TOV%,13.6
DRB%,73.8
FT/FGA,0.249
ARENA,Smoothie King Center
ATTENDANCE,672029
ATTENDANCE/G,16391
TEAM,NOP
SEASON,2013-14
