,0
AGE,25.0
W,14.0
L,68.0
PW,15
PL,67
MOV,-10.23
SOS,0.06
SRS,-10.17
ORtg,100.3
DRtg,111.8
NRtg,-11.5
PACE,88.4
FTr,0.269
3PAr,0.197
TS%,0.507
eFG%,0.471
TOV%,15.3
ORB%,29.7
FT/FGA,0.191
eFG%,0.51
TOV%,14.4
DRB%,64.1
FT/FGA,0.224
ARENA,General Motors Place
ATTENDANCE,683442
ATTENDANCE/G,
TEAM,VAN
SEASON,1996-97
