,0
AGE,24.2
W,37.0
L,45.0
PW,36
PL,46
MOV,-1.82
SOS,-0.41
SRS,-2.23
ORtg,106.9
DRtg,108.9
NRtg,-2.0
PACE,91.1
FTr,0.34
3PAr,0.165
TS%,0.535
eFG%,0.483
TOV%,14.0
ORB%,29.7
FT/FGA,0.263
eFG%,0.501
TOV%,12.9
DRB%,71.7
FT/FGA,0.217
ARENA,Philips Arena
ATTENDANCE,667518
ATTENDANCE/G,16281
TEAM,ATL
SEASON,2007-08
