,0
AGE,27.3
W,58.0
L,24.0
PW,56
PL,26
MOV,6.09
SOS,-0.6
SRS,5.49
ORtg,113.1
DRtg,107.1
NRtg,6.0
PACE,100.2
FTr,0.247
3PAr,0.379
TS%,0.579
eFG%,0.543
TOV%,12.4
ORB%,21.9
FT/FGA,0.198
eFG%,0.509
TOV%,13.1
DRB%,77.1
FT/FGA,0.19
ARENA,Scotiabank Arena
ATTENDANCE,812822
ATTENDANCE/G,19825
TEAM,TOR
SEASON,2018-19
