,0
AGE,25.7
W,17.0
L,65.0
PW,21
PL,61
MOV,-7.37
SOS,-0.16
SRS,-7.53
ORtg,103.3
DRtg,111.2
NRtg,-7.9
PACE,92.4
FTr,0.306
3PAr,0.219
TS%,0.518
eFG%,0.477
TOV%,14.8
ORB%,29.6
FT/FGA,0.221
eFG%,0.498
TOV%,12.9
DRB%,66.1
FT/FGA,0.243
ARENA,Los Angeles Memorial Sports Arena
ATTENDANCE,254840
ATTENDANCE/G,
TEAM,LAC
SEASON,1997-98
