,0
AGE,26.7
W,49.0
L,33.0
PW,47
PL,35
MOV,2.02
SOS,0.2
SRS,2.23
ORtg,106.0
DRtg,103.9
NRtg,2.1
PACE,93.5
FTr,0.35
3PAr,0.142
TS%,0.535
eFG%,0.483
TOV%,13.8
ORB%,28.4
FT/FGA,0.267
eFG%,0.482
TOV%,15.1
DRB%,71.7
FT/FGA,0.247
ARENA,Pepsi Center
ATTENDANCE,723949
ATTENDANCE/G,17657
TEAM,DEN
SEASON,2004-05
