,0
AGE,29.3
W,47.0
L,35.0
PW,49
PL,33
MOV,2.89
SOS,0.0
SRS,2.89
ORtg,107.9
DRtg,104.8
NRtg,3.1
PACE,95.0
FTr,0.245
3PAr,0.282
TS%,0.543
eFG%,0.507
TOV%,12.2
ORB%,23.7
FT/FGA,0.189
eFG%,0.507
TOV%,13.2
DRB%,78.6
FT/FGA,0.17
ARENA,AT&T Center
ATTENDANCE,754562
ATTENDANCE/G,18404
TEAM,SAS
SEASON,2017-18
