,0
AGE,29.8
W,48.0
L,34.0
PW,50
PL,32
MOV,2.63
SOS,-0.65
SRS,1.98
ORtg,101.2
DRtg,98.2
NRtg,3.0
PACE,86.7
FTr,0.279
3PAr,0.18
TS%,0.523
eFG%,0.476
TOV%,14.6
ORB%,24.2
FT/FGA,0.222
eFG%,0.453
TOV%,14.7
DRB%,74.3
FT/FGA,0.24
ARENA,Madison Square Garden (IV)
ATTENDANCE,810283
ATTENDANCE/G,19763
TEAM,NYK
SEASON,2000-01
