,0
AGE,26.2
W,38.0
L,44.0
PW,37
PL,45
MOV,-1.48
SOS,-0.15
SRS,-1.62
ORtg,106.5
DRtg,108.0
NRtg,-1.5
PACE,102.9
FTr,0.345
3PAr,0.026
TS%,0.542
eFG%,0.49
TOV%,15.3
ORB%,32.4
FT/FGA,0.268
eFG%,0.505
TOV%,16.1
DRB%,66.9
FT/FGA,0.266
ARENA,Kemper Arena
ATTENDANCE,370270
ATTENDANCE/G,
TEAM,KCK
SEASON,1983-84
