,0
AGE,27.3
W,47.0
L,35.0
PW,50
PL,32
MOV,3.32
SOS,-0.51
SRS,2.81
ORtg,107.5
DRtg,104.1
NRtg,3.4
PACE,96.2
FTr,0.317
3PAr,0.057
TS%,0.528
eFG%,0.485
TOV%,13.9
ORB%,34.2
FT/FGA,0.233
eFG%,0.469
TOV%,13.5
DRB%,69.8
FT/FGA,0.224
ARENA,HemisFair Arena
ATTENDANCE,658337
ATTENDANCE/G,16057.0
TEAM,SAS
SEASON,1991-92
