,0
AGE,25.6
W,49.0
L,33.0
PW,48
PL,34
MOV,2.6
SOS,0.0
SRS,2.6
ORtg,109.1
DRtg,106.4
NRtg,2.7
PACE,96.5
FTr,0.24
3PAr,0.324
TS%,0.549
eFG%,0.511
TOV%,12.3
ORB%,23.3
FT/FGA,0.192
eFG%,0.503
TOV%,11.7
DRB%,79.1
FT/FGA,0.193
ARENA,Moda Center
ATTENDANCE,795750
ATTENDANCE/G,19409
TEAM,POR
SEASON,2017-18
