,0
AGE,28.9
W,33.0
L,33.0
PW,32
PL,34
MOV,-0.24
SOS,0.53
SRS,0.29
ORtg,106.2
DRtg,106.5
NRtg,-0.3
PACE,92.6
FTr,0.257
3PAr,0.238
TS%,0.536
eFG%,0.499
TOV%,13.3
ORB%,25.8
FT/FGA,0.194
eFG%,0.491
TOV%,13.1
DRB%,71.7
FT/FGA,0.2
ARENA,US Airways Center
ATTENDANCE,514718
ATTENDANCE/G,15598
TEAM,PHO
SEASON,2011-12
