,0
AGE,27.9
W,41.0
L,41.0
PW,45
PL,37
MOV,1.46
SOS,0.24
SRS,1.71
ORtg,104.8
DRtg,103.4
NRtg,1.4
PACE,101.2
FTr,0.313
3PAr,0.068
TS%,0.531
eFG%,0.491
TOV%,15.5
ORB%,33.1
FT/FGA,0.225
eFG%,0.475
TOV%,14.7
DRB%,69.2
FT/FGA,0.228
ARENA,The Summit
ATTENDANCE,649702
ATTENDANCE/G,
TEAM,HOU
SEASON,1989-90
