,0
AGE,25.0
W,34.0
L,48.0
PW,38
PL,44
MOV,-0.99
SOS,0.05
SRS,-0.94
ORtg,109.2
DRtg,110.2
NRtg,-1.0
PACE,99.5
FTr,0.342
3PAr,0.118
TS%,0.543
eFG%,0.502
TOV%,14.9
ORB%,34.2
FT/FGA,0.245
eFG%,0.501
TOV%,14.0
DRB%,67.0
FT/FGA,0.261
ARENA,Oakland-Alameda County Coliseum Arena
ATTENDANCE,616025
ATTENDANCE/G,
TEAM,GSW
SEASON,1992-93
