,0
AGE,26.2
W,53.0
L,29.0
PW,51
PL,31
MOV,4.2
SOS,0.24
SRS,4.43
ORtg,114.7
DRtg,110.5
NRtg,4.2
PACE,99.1
FTr,0.258
3PAr,0.339
TS%,0.568
eFG%,0.528
TOV%,12.1
ORB%,26.6
FT/FGA,0.21
eFG%,0.516
TOV%,11.0
DRB%,77.9
FT/FGA,0.195
ARENA,Moda Center
ATTENDANCE,799345
ATTENDANCE/G,19496
TEAM,POR
SEASON,2018-19
