,0
AGE,29.3
W,55.0
L,27.0
PW,54
PL,28
MOV,5.05
SOS,0.09
SRS,5.14
ORtg,113.3
DRtg,108.1
NRtg,5.2
PACE,96.7
FTr,0.292
3PAr,0.26
TS%,0.59
eFG%,0.551
TOV%,13.4
ORB%,22.4
FT/FGA,0.228
eFG%,0.488
TOV%,11.8
DRB%,70.9
FT/FGA,0.191
ARENA,US Airways Center
ATTENDANCE,755302
ATTENDANCE/G,18422
TEAM,PHO
SEASON,2007-08
