,0
AGE,27.6
W,42.0
L,40.0
PW,37
PL,45
MOV,-1.48
SOS,0.01
SRS,-1.46
ORtg,105.0
DRtg,106.5
NRtg,-1.5
PACE,95.7
FTr,0.24
3PAr,0.244
TS%,0.526
eFG%,0.487
TOV%,12.6
ORB%,24.5
FT/FGA,0.189
eFG%,0.485
TOV%,10.7
DRB%,74.9
FT/FGA,0.182
ARENA,United Center
ATTENDANCE,894659
ATTENDANCE/G,21821
TEAM,CHI
SEASON,2015-16
