,0
AGE,26.3
W,46.0
L,36.0
PW,44
PL,38
MOV,0.89
SOS,0.39
SRS,1.28
ORtg,106.2
DRtg,105.2
NRtg,1.0
PACE,88.7
FTr,0.296
3PAr,0.192
TS%,0.537
eFG%,0.493
TOV%,12.8
ORB%,25.1
FT/FGA,0.226
eFG%,0.501
TOV%,14.4
DRB%,76.2
FT/FGA,0.22
ARENA,New Orleans Arena
ATTENDANCE,603088
ATTENDANCE/G,14709
TEAM,NOH
SEASON,2010-11
