,0
AGE,23.4
W,38.0
L,44.0
PW,42
PL,40
MOV,0.22
SOS,0.49
SRS,0.71
ORtg,105.1
DRtg,104.9
NRtg,0.2
PACE,90.4
FTr,0.297
3PAr,0.274
TS%,0.531
eFG%,0.494
TOV%,14.6
ORB%,29.1
FT/FGA,0.214
eFG%,0.491
TOV%,12.8
DRB%,76.3
FT/FGA,0.199
ARENA,EnergySolutions Arena
ATTENDANCE,772059
ATTENDANCE/G,18831
TEAM,UTA
SEASON,2014-15
