,0
AGE,24.0
W,19.0
L,63.0
PW,19
PL,63
MOV,-9.34
SOS,0.73
SRS,-8.61
ORtg,105.9
DRtg,115.1
NRtg,-9.2
PACE,100.5
FTr,0.259
3PAr,0.335
TS%,0.552
eFG%,0.514
TOV%,13.8
ORB%,20.5
FT/FGA,0.202
eFG%,0.545
TOV%,13.5
DRB%,72.5
FT/FGA,0.236
ARENA,Talking Stick Resort Arena
ATTENDANCE,627023
ATTENDANCE/G,15293
TEAM,PHO
SEASON,2018-19
