,0
AGE,27.0
W,35.0
L,47.0
PW,36
PL,46
MOV,-1.87
SOS,0.38
SRS,-1.49
ORtg,102.7
DRtg,104.6
NRtg,-1.9
PACE,98.7
FTr,0.304
3PAr,0.044
TS%,0.516
eFG%,0.472
TOV%,14.6
ORB%,30.5
FT/FGA,0.225
eFG%,0.494
TOV%,15.9
DRB%,66.3
FT/FGA,0.221
ARENA,Market Square Arena
ATTENDANCE,309633
ATTENDANCE/G,
TEAM,IND
SEASON,1981-82
