,0
AGE,26.8
W,35.0
L,47.0
PW,33
PL,49
MOV,-2.71
SOS,0.09
SRS,-2.62
ORtg,105.2
DRtg,108.1
NRtg,-2.9
PACE,92.2
FTr,0.326
3PAr,0.172
TS%,0.526
eFG%,0.481
TOV%,14.2
ORB%,30.7
FT/FGA,0.242
eFG%,0.492
TOV%,12.8
DRB%,72.7
FT/FGA,0.237
ARENA,McNichols Sports Arena
ATTENDANCE,675425
ATTENDANCE/G,
TEAM,DEN
SEASON,1995-96
