,0
AGE,27.1
W,39.0
L,43.0
PW,36
PL,46
MOV,-1.8
SOS,0.53
SRS,-1.28
ORtg,103.0
DRtg,104.8
NRtg,-1.8
PACE,99.1
FTr,0.32
3PAr,0.057
TS%,0.518
eFG%,0.471
TOV%,14.2
ORB%,29.1
FT/FGA,0.238
eFG%,0.472
TOV%,14.2
DRB%,66.1
FT/FGA,0.224
ARENA,Capital Centre
ATTENDANCE,373802
ATTENDANCE/G,8465
TEAM,WAS
SEASON,1985-86
