,0
AGE,30.2
W,57.0
L,25.0
PW,58
PL,24
MOV,6.11
SOS,-0.1
SRS,6.01
ORtg,111.0
DRtg,104.3
NRtg,6.7
PACE,90.7
FTr,0.293
3PAr,0.22
TS%,0.545
eFG%,0.502
TOV%,12.3
ORB%,29.2
FT/FGA,0.228
eFG%,0.477
TOV%,12.8
DRB%,72.3
FT/FGA,0.181
ARENA,STAPLES Center
ATTENDANCE,778877
ATTENDANCE/G,18997
TEAM,LAL
SEASON,2010-11
