,0
AGE,27.1
W,45.0
L,37.0
PW,43
PL,39
MOV,0.87
SOS,-0.52
SRS,0.35
ORtg,107.5
DRtg,106.6
NRtg,0.9
PACE,93.3
FTr,0.357
3PAr,0.192
TS%,0.551
eFG%,0.501
TOV%,14.7
ORB%,27.2
FT/FGA,0.273
eFG%,0.481
TOV%,14.2
DRB%,70.1
FT/FGA,0.274
ARENA,FleetCenter
ATTENDANCE,656081
ATTENDANCE/G,16002
TEAM,BOS
SEASON,2004-05
