,0
AGE,26.3
W,41.0
L,41.0
PW,43
PL,39
MOV,0.68
SOS,-0.26
SRS,0.43
ORtg,102.4
DRtg,101.7
NRtg,0.7
PACE,97.3
FTr,0.305
3PAr,0.124
TS%,0.516
eFG%,0.473
TOV%,15.4
ORB%,31.6
FT/FGA,0.224
eFG%,0.476
TOV%,15.9
DRB%,69.9
FT/FGA,0.226
ARENA,TD Waterhouse Centre
ATTENDANCE,576409
ATTENDANCE/G,
TEAM,ORL
SEASON,1999-00
