,0
AGE,27.1
W,56.0
L,26.0
PW,56
PL,26
MOV,5.28
SOS,0.18
SRS,5.46
ORtg,111.5
DRtg,105.7
NRtg,5.8
PACE,89.9
FTr,0.251
3PAr,0.239
TS%,0.548
eFG%,0.512
TOV%,11.4
ORB%,27.0
FT/FGA,0.193
eFG%,0.501
TOV%,13.5
DRB%,75.4
FT/FGA,0.184
ARENA,New Orleans Arena
ATTENDANCE,581432
ATTENDANCE/G,14181
TEAM,NOH
SEASON,2007-08
