,0
AGE,25.3
W,45.0
L,37.0
PW,43
PL,39
MOV,0.79
SOS,0.34
SRS,1.13
ORtg,108.2
DRtg,107.3
NRtg,0.9
PACE,91.4
FTr,0.263
3PAr,0.233
TS%,0.537
eFG%,0.501
TOV%,12.5
ORB%,27.1
FT/FGA,0.198
eFG%,0.496
TOV%,11.7
DRB%,75.1
FT/FGA,0.195
ARENA,Smoothie King Center
ATTENDANCE,683757
ATTENDANCE/G,16677
TEAM,NOP
SEASON,2014-15
