,0
AGE,25.4
W,40.0
L,42.0
PW,43
PL,39
MOV,0.89
SOS,0.37
SRS,1.26
ORtg,108.6
DRtg,107.6
NRtg,1.0
PACE,95.8
FTr,0.315
3PAr,0.042
TS%,0.528
eFG%,0.478
TOV%,13.4
ORB%,35.0
FT/FGA,0.245
eFG%,0.491
TOV%,13.8
DRB%,70.0
FT/FGA,0.251
ARENA,Chicago Stadium
ATTENDANCE,650818
ATTENDANCE/G,
TEAM,CHI
SEASON,1986-87
