,0
AGE,25.6
W,37.0
L,45.0
PW,32
PL,50
MOV,-3.4
SOS,0.05
SRS,-3.35
ORtg,105.5
DRtg,108.8
NRtg,-3.3
PACE,103.3
FTr,0.342
3PAr,0.03
TS%,0.52
eFG%,0.471
TOV%,14.9
ORB%,35.6
FT/FGA,0.254
eFG%,0.519
TOV%,17.0
DRB%,64.2
FT/FGA,0.25
ARENA,Oakland-Alameda County Coliseum Arena
ATTENDANCE,316844
ATTENDANCE/G,
TEAM,GSW
SEASON,1983-84
