,0
AGE,25.2
W,40.0
L,42.0
PW,42
PL,40
MOV,0.51
SOS,0.19
SRS,0.7
ORtg,113.2
DRtg,112.7
NRtg,0.5
PACE,98.3
FTr,0.276
3PAr,0.329
TS%,0.568
eFG%,0.53
TOV%,13.2
ORB%,27.3
FT/FGA,0.214
eFG%,0.532
TOV%,10.9
DRB%,78.7
FT/FGA,0.194
ARENA,Pepsi Center
ATTENDANCE,605585
ATTENDANCE/G,14672
TEAM,DEN
SEASON,2016-17
