,0
AGE,27.4
W,34.0
L,48.0
PW,31
PL,51
MOV,-3.38
SOS,-0.26
SRS,-3.64
ORtg,105.0
DRtg,108.7
NRtg,-3.7
PACE,91.0
FTr,0.313
3PAr,0.16
TS%,0.526
eFG%,0.485
TOV%,15.0
ORB%,32.0
FT/FGA,0.226
eFG%,0.495
TOV%,14.3
DRB%,68.5
FT/FGA,0.264
ARENA,ARCO Arena (II)
ATTENDANCE,709993
ATTENDANCE/G,
TEAM,SAC
SEASON,1996-97
