,0
AGE,26.3
W,56.0
L,26.0
PW,53
PL,29
MOV,4.5
SOS,-0.42
SRS,4.08
ORtg,110.0
DRtg,105.2
NRtg,4.8
PACE,92.9
FTr,0.328
3PAr,0.287
TS%,0.552
eFG%,0.504
TOV%,12.3
ORB%,24.6
FT/FGA,0.255
eFG%,0.498
TOV%,12.7
DRB%,77.7
FT/FGA,0.201
ARENA,Air Canada Centre
ATTENDANCE,812863
ATTENDANCE/G,19826
TEAM,TOR
SEASON,2015-16
