,0
AGE,26.9
W,28.0
L,54.0
PW,22
PL,60
MOV,-7.29
SOS,0.21
SRS,-7.08
ORtg,105.1
DRtg,112.9
NRtg,-7.8
PACE,93.2
FTr,0.293
3PAr,0.21
TS%,0.538
eFG%,0.499
TOV%,15.0
ORB%,28.3
FT/FGA,0.217
eFG%,0.51
TOV%,14.2
DRB%,65.8
FT/FGA,0.299
ARENA,The Palace of Auburn Hills
ATTENDANCE,719090
ATTENDANCE/G,21454.0
TEAM,DET
SEASON,1994-95
