,0
AGE,26.7
W,19.0
L,63.0
PW,21
PL,61
MOV,-8.11
SOS,1.13
SRS,-6.98
ORtg,101.4
DRtg,109.6
NRtg,-8.2
PACE,98.6
FTr,0.337
3PAr,0.066
TS%,0.523
eFG%,0.478
TOV%,16.0
ORB%,30.4
FT/FGA,0.245
eFG%,0.506
TOV%,15.2
DRB%,68.6
FT/FGA,0.274
ARENA,Brendan Byrne Arena
ATTENDANCE,476054
ATTENDANCE/G,
TEAM,NJN
SEASON,1987-88
