,0
AGE,26.8
W,46.0
L,36.0
PW,49
PL,33
MOV,2.5
SOS,-0.05
SRS,2.45
ORtg,107.9
DRtg,105.1
NRtg,2.8
PACE,87.7
FTr,0.36
3PAr,0.221
TS%,0.551
eFG%,0.504
TOV%,14.6
ORB%,28.0
FT/FGA,0.271
eFG%,0.483
TOV%,13.7
DRB%,71.7
FT/FGA,0.229
ARENA,The Palace of Auburn Hills
ATTENDANCE,730573
ATTENDANCE/G,
TEAM,DET
SEASON,1995-96
