,0
AGE,26.5
W,56.0
L,26.0
PW,53
PL,29
MOV,4.27
SOS,-0.61
SRS,3.66
ORtg,108.3
DRtg,103.7
NRtg,4.6
PACE,91.1
FTr,0.351
3PAr,0.226
TS%,0.535
eFG%,0.496
TOV%,13.7
ORB%,31.6
FT/FGA,0.243
eFG%,0.478
TOV%,15.1
DRB%,68.5
FT/FGA,0.231
ARENA,Great Western Forum
ATTENDANCE,697159
ATTENDANCE/G,
TEAM,LAL
SEASON,1996-97
