,0
AGE,26.2
W,24.0
L,58.0
PW,28
PL,54
MOV,-5.05
SOS,0.63
SRS,-4.42
ORtg,105.6
DRtg,110.5
NRtg,-4.9
PACE,101.8
FTr,0.368
3PAr,0.063
TS%,0.54
eFG%,0.487
TOV%,16.4
ORB%,33.2
FT/FGA,0.282
eFG%,0.488
TOV%,13.8
DRB%,68.1
FT/FGA,0.33
ARENA,Brendan Byrne Arena
ATTENDANCE,452704
ATTENDANCE/G,11449.0
TEAM,NJN
SEASON,1986-87
