,0
AGE,30.5
W,42.0
L,40.0
PW,35
PL,47
MOV,-2.24
SOS,0.11
SRS,-2.14
ORtg,105.4
DRtg,107.8
NRtg,-2.4
PACE,93.3
FTr,0.295
3PAr,0.222
TS%,0.524
eFG%,0.477
TOV%,12.3
ORB%,25.3
FT/FGA,0.231
eFG%,0.518
TOV%,15.2
DRB%,75.1
FT/FGA,0.251
ARENA,FedEx Forum
ATTENDANCE,701894
ATTENDANCE/G,17119
TEAM,MEM
SEASON,2015-16
