,0
AGE,27.1
W,47.0
L,35.0
PW,47
PL,35
MOV,2.23
SOS,0.12
SRS,2.35
ORtg,113.4
DRtg,111.1
NRtg,2.3
PACE,96.0
FTr,0.28
3PAr,0.261
TS%,0.566
eFG%,0.523
TOV%,11.4
ORB%,24.4
FT/FGA,0.225
eFG%,0.539
TOV%,13.9
DRB%,76.4
FT/FGA,0.189
ARENA,Target Center
ATTENDANCE,699308
ATTENDANCE/G,17056
TEAM,MIN
SEASON,2017-18
