,0
AGE,25.6
W,21.0
L,61.0
PW,23
PL,59
MOV,-7.28
SOS,-0.17
SRS,-7.45
ORtg,100.9
DRtg,107.9
NRtg,-7.0
PACE,104.1
FTr,0.319
3PAr,0.04
TS%,0.512
eFG%,0.472
TOV%,16.8
ORB%,34.5
FT/FGA,0.223
eFG%,0.5
TOV%,17.2
DRB%,63.5
FT/FGA,0.294
ARENA,HemisFair Arena
ATTENDANCE,323573
ATTENDANCE/G,
TEAM,SAS
SEASON,1988-89
