,0
AGE,24.9
W,25.0
L,57.0
PW,27
PL,55
MOV,-5.66
SOS,0.03
SRS,-5.63
ORtg,106.2
DRtg,111.7
NRtg,-5.5
PACE,103.9
FTr,0.306
3PAr,0.013
TS%,0.538
eFG%,0.496
TOV%,14.5
ORB%,30.6
FT/FGA,0.23
eFG%,0.513
TOV%,14.1
DRB%,65.3
FT/FGA,0.244
ARENA,Salt Palace
ATTENDANCE,311779
ATTENDANCE/G,
TEAM,UTA
SEASON,1981-82
