,0
AGE,26.2
W,22.0
L,60.0
PW,27
PL,55
MOV,-5.15
SOS,0.71
SRS,-4.44
ORtg,106.9
DRtg,112.3
NRtg,-5.4
PACE,93.6
FTr,0.374
3PAr,0.211
TS%,0.555
eFG%,0.504
TOV%,15.2
ORB%,25.9
FT/FGA,0.285
eFG%,0.529
TOV%,14.0
DRB%,71.1
FT/FGA,0.237
ARENA,FedEx Forum
ATTENDANCE,600836
ATTENDANCE/G,14655
TEAM,MEM
SEASON,2006-07
