,0
AGE,26.9
W,33.0
L,49.0
PW,38
PL,44
MOV,-1.28
SOS,0.42
SRS,-0.87
ORtg,109.4
DRtg,110.7
NRtg,-1.3
PACE,99.0
FTr,0.291
3PAr,0.422
TS%,0.555
eFG%,0.519
TOV%,12.7
ORB%,22.7
FT/FGA,0.216
eFG%,0.522
TOV%,11.6
DRB%,77.5
FT/FGA,0.191
ARENA,American Airlines Center
ATTENDANCE,820569
ATTENDANCE/G,20014
TEAM,DAL
SEASON,2018-19
