,0
AGE,30.2
W,43.0
L,39.0
PW,49
PL,33
MOV,2.46
SOS,0.28
SRS,2.74
ORtg,103.0
DRtg,100.3
NRtg,2.7
PACE,88.2
FTr,0.283
3PAr,0.178
TS%,0.521
eFG%,0.476
TOV%,14.7
ORB%,29.5
FT/FGA,0.218
eFG%,0.455
TOV%,14.7
DRB%,74.0
FT/FGA,0.282
ARENA,Madison Square Garden (IV)
ATTENDANCE,810283
ATTENDANCE/G,
TEAM,NYK
SEASON,1997-98
