,0
AGE,25.6
W,41.0
L,41.0
PW,44
PL,38
MOV,1.04
SOS,0.36
SRS,1.4
ORtg,110.9
DRtg,109.8
NRtg,1.1
PACE,95.3
FTr,0.299
3PAr,0.09
TS%,0.535
eFG%,0.494
TOV%,14.0
ORB%,37.5
FT/FGA,0.222
eFG%,0.499
TOV%,14.3
DRB%,69.1
FT/FGA,0.297
ARENA,Seattle Center Coliseum
ATTENDANCE,473277
ATTENDANCE/G,
TEAM,SEA
SEASON,1989-90
