,0
AGE,27.1
W,40.0
L,42.0
PW,40
PL,42
MOV,-0.27
SOS,0.42
SRS,0.15
ORtg,104.3
DRtg,104.6
NRtg,-0.3
PACE,100.3
FTr,0.269
3PAr,0.054
TS%,0.524
eFG%,0.486
TOV%,13.4
ORB%,27.5
FT/FGA,0.2
eFG%,0.491
TOV%,15.3
DRB%,68.2
FT/FGA,0.226
ARENA,Capital Centre
ATTENDANCE,383098
ATTENDANCE/G,17042.0
TEAM,WAS
SEASON,1984-85
