,0
AGE,28.8
W,56.0
L,26.0
PW,57
PL,25
MOV,5.44
SOS,0.08
SRS,5.52
ORtg,108.5
DRtg,102.3
NRtg,6.2
PACE,86.8
FTr,0.31
3PAr,0.291
TS%,0.542
eFG%,0.498
TOV%,14.6
ORB%,31.5
FT/FGA,0.236
eFG%,0.472
TOV%,15.0
DRB%,69.2
FT/FGA,0.191
ARENA,Omni Coliseum
ATTENDANCE,549414
ATTENDANCE/G,
TEAM,ATL
SEASON,1996-97
