,0
AGE,24.6
W,42.0
L,40.0
PW,43
PL,39
MOV,0.76
SOS,0.52
SRS,1.28
ORtg,106.8
DRtg,106.0
NRtg,0.8
PACE,97.3
FTr,0.361
3PAr,0.05
TS%,0.547
eFG%,0.5
TOV%,15.5
ORB%,31.0
FT/FGA,0.268
eFG%,0.485
TOV%,15.2
DRB%,66.4
FT/FGA,0.227
ARENA,Coliseum at Richfield
ATTENDANCE,504847
ATTENDANCE/G,
TEAM,CLE
SEASON,1987-88
