,0
AGE,30.2
W,52.0
L,30.0
PW,51
PL,31
MOV,3.99
SOS,-0.76
SRS,3.23
ORtg,112.0
DRtg,107.9
NRtg,4.1
PACE,98.2
FTr,0.301
3PAr,0.057
TS%,0.557
eFG%,0.506
TOV%,13.4
ORB%,31.5
FT/FGA,0.251
eFG%,0.477
TOV%,10.8
DRB%,72.1
FT/FGA,0.223
ARENA,Boston Garden
ATTENDANCE,611537
ATTENDANCE/G,14890.0
TEAM,BOS
SEASON,1989-90
