,0
AGE,26.1
W,42.0
L,40.0
PW,42
PL,40
MOV,0.27
SOS,-0.34
SRS,-0.07
ORtg,104.1
DRtg,103.8
NRtg,0.3
PACE,91.9
FTr,0.328
3PAr,0.182
TS%,0.527
eFG%,0.477
TOV%,14.2
ORB%,27.0
FT/FGA,0.253
eFG%,0.469
TOV%,13.2
DRB%,71.0
FT/FGA,0.227
ARENA,Conseco Fieldhouse
ATTENDANCE,686537
ATTENDANCE/G,16745
TEAM,IND
SEASON,2001-02
