,0
AGE,26.7
W,65.0
L,17.0
PW,60
PL,22
MOV,7.67
SOS,-0.14
SRS,7.53
ORtg,108.3
DRtg,100.9
NRtg,7.4
PACE,102.7
FTr,0.367
3PAr,0.015
TS%,0.549
eFG%,0.501
TOV%,16.3
ORB%,37.1
FT/FGA,0.273
eFG%,0.464
TOV%,15.8
DRB%,66.2
FT/FGA,0.217
ARENA,The Spectrum
ATTENDANCE,612203
ATTENDANCE/G,17072.0
TEAM,PHI
SEASON,1982-83
