,0
AGE,25.2
W,26.0
L,56.0
PW,30
PL,52
MOV,-4.0
SOS,0.1
SRS,-3.9
ORtg,102.5
DRtg,106.7
NRtg,-4.2
PACE,93.4
FTr,0.319
3PAr,0.184
TS%,0.509
eFG%,0.464
TOV%,13.0
ORB%,27.1
FT/FGA,0.233
eFG%,0.514
TOV%,16.5
DRB%,70.7
FT/FGA,0.263
ARENA,Charlotte Bobcats Arena
ATTENDANCE,671011
ATTENDANCE/G,16366
TEAM,CHA
SEASON,2005-06
