,0
AGE,26.2
W,23.0
L,59.0
PW,25
PL,57
MOV,-5.73
SOS,0.79
SRS,-4.94
ORtg,99.6
DRtg,105.8
NRtg,-6.2
PACE,91.7
FTr,0.289
3PAr,0.145
TS%,0.51
eFG%,0.464
TOV%,14.9
ORB%,26.1
FT/FGA,0.223
eFG%,0.491
TOV%,13.8
DRB%,69.8
FT/FGA,0.194
ARENA,General Motors Place
ATTENDANCE,563218
ATTENDANCE/G,13737
TEAM,VAN
SEASON,2000-01
