,0
AGE,26.9
W,45.0
L,37.0
PW,50
PL,32
MOV,3.02
SOS,0.22
SRS,3.24
ORtg,108.9
DRtg,105.6
NRtg,3.3
PACE,89.0
FTr,0.25
3PAr,0.193
TS%,0.54
eFG%,0.505
TOV%,13.2
ORB%,29.4
FT/FGA,0.189
eFG%,0.485
TOV%,14.5
DRB%,68.1
FT/FGA,0.206
ARENA,KeyArena at Seattle Center
ATTENDANCE,633516
ATTENDANCE/G,15452
TEAM,SEA
SEASON,2001-02
