,0
AGE,27.8
W,42.0
L,40.0
PW,36
PL,46
MOV,-1.5
SOS,-0.32
SRS,-1.82
ORtg,101.4
DRtg,103.1
NRtg,-1.7
PACE,89.1
FTr,0.318
3PAr,0.187
TS%,0.512
eFG%,0.463
TOV%,13.7
ORB%,25.5
FT/FGA,0.242
eFG%,0.479
TOV%,15.2
DRB%,73.2
FT/FGA,0.278
ARENA,Continental Airlines Arena
ATTENDANCE,618681
ATTENDANCE/G,15090
TEAM,NJN
SEASON,2004-05
