,0
AGE,27.7
W,46.0
L,36.0
PW,45
PL,37
MOV,1.39
SOS,-0.57
SRS,0.82
ORtg,107.1
DRtg,105.7
NRtg,1.4
PACE,101.8
FTr,0.338
3PAr,0.04
TS%,0.529
eFG%,0.476
TOV%,13.9
ORB%,33.1
FT/FGA,0.263
eFG%,0.473
TOV%,14.2
DRB%,66.7
FT/FGA,0.243
ARENA,The Summit
ATTENDANCE,681051
ATTENDANCE/G,
TEAM,HOU
SEASON,1987-88
