,0
AGE,25.5
W,30.0
L,52.0
PW,33
PL,49
MOV,-3.26
SOS,0.04
SRS,-3.21
ORtg,109.2
DRtg,112.4
NRtg,-3.2
PACE,101.1
FTr,0.331
3PAr,0.017
TS%,0.541
eFG%,0.498
TOV%,15.3
ORB%,37.7
FT/FGA,0.244
eFG%,0.513
TOV%,12.9
DRB%,68.2
FT/FGA,0.236
ARENA,San Diego Sports Arena
ATTENDANCE,218534
ATTENDANCE/G,
TEAM,SDC
SEASON,1983-84
