,0
AGE,26.4
W,51.0
L,31.0
PW,48
PL,34
MOV,2.7
SOS,-0.44
SRS,2.25
ORtg,112.6
DRtg,110.0
NRtg,2.6
PACE,101.6
FTr,0.312
3PAr,0.342
TS%,0.574
eFG%,0.532
TOV%,12.9
ORB%,24.5
FT/FGA,0.241
eFG%,0.512
TOV%,11.1
DRB%,78.6
FT/FGA,0.206
ARENA,Wells Fargo Center
ATTENDANCE,838342
ATTENDANCE/G,20447
TEAM,PHI
SEASON,2018-19
