,0
AGE,29.2
W,53.0
L,29.0
PW,53
PL,29
MOV,4.77
SOS,0.19
SRS,4.96
ORtg,115.5
DRtg,110.7
NRtg,4.8
PACE,97.9
FTr,0.279
3PAr,0.519
TS%,0.581
eFG%,0.542
TOV%,12.0
ORB%,22.8
FT/FGA,0.221
eFG%,0.525
TOV%,13.4
DRB%,74.4
FT/FGA,0.21
ARENA,Toyota Center
ATTENDANCE,740392
ATTENDANCE/G,18058
TEAM,HOU
SEASON,2018-19
