,0
AGE,25.6
W,42.0
L,40.0
PW,40
PL,42
MOV,-0.18
SOS,-0.26
SRS,-0.45
ORtg,109.1
DRtg,109.3
NRtg,-0.2
PACE,94.5
FTr,0.274
3PAr,0.29
TS%,0.565
eFG%,0.527
TOV%,13.2
ORB%,21.5
FT/FGA,0.21
eFG%,0.518
TOV%,13.6
DRB%,75.4
FT/FGA,0.215
ARENA,BMO Harris Bradley Center
ATTENDANCE,648952
ATTENDANCE/G,15828
TEAM,MIL
SEASON,2016-17
