,0
AGE,25.3
W,22.0
L,60.0
PW,25
PL,57
MOV,-5.62
SOS,0.52
SRS,-5.1
ORtg,102.3
DRtg,108.5
NRtg,-6.2
PACE,91.0
FTr,0.32
3PAr,0.139
TS%,0.524
eFG%,0.474
TOV%,15.8
ORB%,30.1
FT/FGA,0.247
eFG%,0.502
TOV%,14.1
DRB%,70.6
FT/FGA,0.231
ARENA,General Motors Place
ATTENDANCE,569864
ATTENDANCE/G,
TEAM,VAN
SEASON,1999-00
