,Player,Year,All Star,All Star Starter
0,Kobe Bryant,2009,True,True
1,Chris Paul,2009,True,True
2,Amar'e Stoudemire,2009,True,True
3,Tim Duncan,2009,True,True
4,Yao Ming,2009,True,True
5,Brandon Roy,2009,True,False
6,Tony Parker,2009,True,False
7,Chauncey Billups,2009,True,False
8,Pau Gasol,2009,True,False
9,David West,2009,True,False
10,Dirk Nowitzki,2009,True,False
11,Shaquille O'Neal,2009,True,False
12,Dwight Howard,2009,True,True
13,LeBron James,2009,True,True
14,Dwyane Wade,2009,True,True
15,Kevin Garnett,2009,True,True
16,Allen Iverson,2009,True,True
17,Joe Johnson,2009,True,False
18,Rashard Lewis,2009,True,False
19,Paul Pierce,2009,True,False
20,Ray Allen,2009,True,False
21,Devin Harris,2009,True,False
22,Mo Williams,2009,True,False
23,Danny Granger,2009,True,False
